image_name; comment_number; comment;translations;captions
3687215840.jpg;0; Two girls sitting on the stoop of a building , sharing a laugh , while one drinks coffee .;Dos chicas sentadas en la bajada de un edificio, compartiendo una risa, mientras que uno bebe café.;Dos chicas sentadas en la bajada de un edificio, compartiendo una risa, mientras que uno bebe café.
3687996569.jpg;0; Six women dressed in purple , blue , green , orange , and red , are waving to the crowd along the parade route .;Seis mujeres vestidas de púrpura , azul , verde , naranja , y rojo , están saludando a la multitud a lo largo de la ruta del desfile .;Seis mujeres vestidas de púrpura , azul , verde , naranja , y rojo , están saludando a la multitud a lo largo de la ruta del desfile .
368954110.jpg;0; a girl in a purple top holds a toddler between herself and another girl on the grass in front of a bush .;una chica en un top púrpura sostiene a un niño entre ella y otra chica en la hierba en frente de un arbusto .;una chica en un top púrpura sostiene a un niño entre ella y otra chica en la hierba en frente de un arbusto .
3690220248.jpg;0; A view of passersby on a city street , with the focus on two men in the foreground , one who is dressed in more feminine clothing , and one who is shirtless .;Una vista de los transeúntes en una calle de la ciudad, con el foco en dos hombres en el primer plano, uno que está vestido con ropa más femenina, y uno que es sin camisa.;Una vista de los transeúntes en una calle de la ciudad, con el foco en dos hombres en el primer plano, uno que está vestido con ropa más femenina, y uno que es sin camisa.
3690358949.jpg;0; A small child is laughing and playing while lying on her back on a gray rug .;Un niño pequeño se ríe y juega mientras se acuesta sobre su espalda en una alfombra gris .;Un niño pequeño se ríe y juega mientras se acuesta sobre su espalda en una alfombra gris .
3691394196.jpg;0; A man in a vest and tie holding a flaming stick in a crowded area .;Un hombre en un chaleco y corbata sosteniendo un palo de fuego en una zona abarrotada.;Un hombre en un chaleco y corbata sosteniendo un palo de fuego en una zona abarrotada.
3693297007.jpg;0; A girl in a white shirt is looking down at a bunch of people sitting on the ground .;Una chica con camisa blanca está mirando a un montón de gente sentada en el suelo.;Una chica con camisa blanca está mirando a un montón de gente sentada en el suelo.
3693415584.jpg;0; A black-haired woman in a bright red shirt works at a loom .;Una mujer de pelo negro con una camisa roja brillante trabaja en un telar.;Una mujer de pelo negro con una camisa roja brillante trabaja en un telar.
3694064560.jpg;0; An older man is speaking to a boy while both are sitting .;Un hombre mayor está hablando con un niño mientras ambos están sentados.;Un hombre mayor está hablando con un niño mientras ambos están sentados.
3694071771.jpg;0; A man with a red helmet and numbers on his arm and leg is riding a red racing bike .;Un hombre con un casco rojo y números en su brazo y pierna está montando una bicicleta de carreras roja.;Un hombre con un casco rojo y números en su brazo y pierna está montando una bicicleta de carreras roja.
3696246123.jpg;0; These two dogs are outside , with one on the ground and one jumping in the air to get a ball .;Estos dos perros están fuera, con uno en el suelo y uno saltando en el aire para conseguir una pelota.;Estos dos perros están fuera, con uno en el suelo y uno saltando en el aire para conseguir una pelota.
3697359692.jpg;0; A young boy is buckled into a car seat making a silly face .;Un chico joven está abrochado en un asiento de coche haciendo una cara tonta.;Un chico joven está abrochado en un asiento de coche haciendo una cara tonta.
3697902123.jpg;0; A man in a white shirt crouches over in front of a parking ticket machine trying to get his change out from the coin slot .;Un hombre con una camisa blanca se agacha frente a una máquina de multas de estacionamiento tratando de sacar su cambio de la ranura de moneda .;Un hombre con una camisa blanca se agacha frente a una máquina de multas de estacionamiento tratando de sacar su cambio de la ranura de moneda .
3698507219.jpg;0; A boy and a girl look on as a man reaches toward something in the grass near the water 's shore .;Un niño y una niña miran a medida que un hombre llega hacia algo en la hierba cerca de la orilla del agua.;Un niño y una niña miran a medida que un hombre llega hacia algo en la hierba cerca de la orilla del agua.
3698928883.jpg;0; A red Ford pick up truck parked against a wire fence , with a man in white hard hat and construction boots , looking inside the truck 's flatbed .;Un Ford rojo recoger camión estacionado contra una valla de alambre, con un hombre en sombrero duro blanco y botas de construcción, mirando dentro de la cama plana del camión.;Un Ford rojo recoger camión estacionado contra una valla de alambre, con un hombre en sombrero duro blanco y botas de construcción, mirando dentro de la cama plana del camión.
3701226275.jpg;0; A young man holds a hammer shaped object in the air with one hand and a similar shaped object in the other while making a funny expression .;Un joven sostiene un objeto en forma de martillo en el aire con una mano y un objeto en forma similar en la otra mientras hace una expresión divertida.;Un joven sostiene un objeto en forma de martillo en el aire con una mano y un objeto en forma similar en la otra mientras hace una expresión divertida.
3703188393.jpg;0; A bus that 's being driven by a man that seems to be giving a tour by the woman .;Un autobús que está siendo conducido por un hombre que parece estar dando un recorrido por la mujer.;Un autobús que está siendo conducido por un hombre que parece estar dando un recorrido por la mujer.
3703960010.jpg;0; a man and a woman sit back to back on a bench in front of a building with a colorful painted door .;un hombre y una mujer se sientan a la espalda en un banco frente a un edificio con una puerta pintada de colores.;un hombre y una mujer se sientan a la espalda en un banco frente a un edificio con una puerta pintada de colores.
3704209910.jpg;0; A man in a gray sweater and khaki pants is standing next to a small red and yellow building , where there is an array of raw meat hanging from a pole outside a window .;Un hombre en un suéter gris y pantalones caqui está de pie junto a un pequeño edificio rojo y amarillo, donde hay una serie de carne cruda colgando de un poste fuera de una ventana.;Un hombre en un suéter gris y pantalones caqui está de pie junto a un pequeño edificio rojo y amarillo, donde hay una serie de carne cruda colgando de un poste fuera de una ventana.
3705585216.jpg;0; A guy with a painted face and a top hat on stage smiling with two other people .;Un tipo con una cara pintada y un sombrero de copa en el escenario sonriendo con otras dos personas.;Un tipo con una cara pintada y un sombrero de copa en el escenario sonriendo con otras dos personas.
3706064643.jpg;0; A boy contorts his face while holding an electronic device .;Un chico contorsiona su cara mientras sostiene un dispositivo electrónico.;Un chico contorsiona su cara mientras sostiene un dispositivo electrónico.
3707585013.jpg;0; A woman sings and plays guitar while young adults mill around in the background .;Una mujer canta y toca la guitarra mientras que los adultos jóvenes molinean alrededor en el fondo.;Una mujer canta y toca la guitarra mientras que los adultos jóvenes molinean alrededor en el fondo.
3707649986.jpg;0; Three handlers lead a string of 11 camels , each carrying a pair of riders , through shallow water on a beach .;Tres manejadores conducen una cadena de 11 camellos , cada uno llevando un par de jinetes , a través de aguas poco profundas en una playa .;Tres manejadores conducen una cadena de 11 camellos , cada uno llevando un par de jinetes , a través de aguas poco profundas en una playa .
3710675147.jpg;0; A man and a woman are sitting , while working on the wheel of a blue vehicle .;Un hombre y una mujer están sentados, mientras trabajan en la rueda de un vehículo azul.;Un hombre y una mujer están sentados, mientras trabajan en la rueda de un vehículo azul.
3711113772.jpg;0; Two young women are talking with a young man in a wheelchair , while two other young men look on .;Dos mujeres jóvenes están hablando con un hombre joven en una silla de ruedas , mientras que otros dos hombres jóvenes miran .;Dos mujeres jóvenes están hablando con un hombre joven en una silla de ruedas , mientras que otros dos hombres jóvenes miran .
371121323.jpg;0; A young man with a shaved head and glasses is sitting at a kitchen table using a computer .;Un joven con la cabeza afeitada y las gafas está sentado en una mesa de la cocina usando una computadora.;Un joven con la cabeza afeitada y las gafas está sentado en una mesa de la cocina usando una computadora.
3711344791.jpg;0; A man wearing an orange shirt and orange hard hat is working on something high above other buildings and a street below .;Un hombre que lleva una camisa naranja y un sombrero duro naranja está trabajando en algo por encima de otros edificios y una calle por debajo.;Un hombre que lleva una camisa naranja y un sombrero duro naranja está trabajando en algo por encima de otros edificios y una calle por debajo.
3713177334.jpg;0; A group of people painting the side of a building in an array of colors .;Un grupo de personas pintan el lado de un edificio en una variedad de colores.;Un grupo de personas pintan el lado de un edificio en una variedad de colores.
3713882697.jpg;0; A fat woman wearing a blue tank top and a backpack , eating a chili cheese dog;Una mujer gorda con una camiseta azul y una mochila, comiendo un perro de queso chili;Una mujer gorda con una camiseta azul y una mochila, comiendo un perro de queso chili
3714944115.jpg;0; A man in a blue polo shirt sits at a table looking off in the distance .;Un hombre con una camisa de polo azul se sienta en una mesa mirando a lo lejos.;Un hombre con una camisa de polo azul se sienta en una mesa mirando a lo lejos.
371522748.jpg;0; The little boy in the blue t-shirt is smiling under the blue umbrella even though it is not raining .;El niño en la camiseta azul está sonriendo bajo el paraguas azul a pesar de que no está lloviendo.;El niño en la camiseta azul está sonriendo bajo el paraguas azul a pesar de que no está lloviendo.
3715559023.jpg;0; An onlooker sits on the shore of a pool overlooked by massive waterfalls .;Un espectador se sienta en la orilla de una piscina dominada por cascadas masivas.;Un espectador se sienta en la orilla de una piscina dominada por cascadas masivas.
3715997100.jpg;0; Three people are walking on a green area down a path between a forest of trees .;Tres personas están caminando en una zona verde por un camino entre un bosque de árboles.;Tres personas están caminando en una zona verde por un camino entre un bosque de árboles.
3716277216.jpg;0; Three african american women are dressed in bright orange and brown dresses and headscarves .;Tres mujeres africanas americanas están vestidas con vestidos de color naranja brillante y marrón y pañuelos de cabeza.;Tres mujeres africanas americanas están vestidas con vestidos de color naranja brillante y marrón y pañuelos de cabeza.
3718076407.jpg;0; The little brown dog is running through a clover field with a white object in its mouth .;El perrito marrón corre a través de un campo de trébol con un objeto blanco en su boca.;El perrito marrón corre a través de un campo de trébol con un objeto blanco en su boca.
371953471.jpg;0; A portly , bearded gentleman puts on a green robe with white cuffs to match his green pants .;Un caballero fornido y barbudo se pone una túnica verde con puños blancos para que coincida con sus pantalones verdes.;Un caballero fornido y barbudo se pone una túnica verde con puños blancos para que coincida con sus pantalones verdes.
3720930835.jpg;0; A group a youths sitting outdoors watching two people with a microphone that are doing something by a table with a basin and some soap .;Un grupo de jóvenes sentados al aire libre observando a dos personas con un micrófono que están haciendo algo junto a una mesa con un lavabo y un poco de jabón .;Un grupo de jóvenes sentados al aire libre observando a dos personas con un micrófono que están haciendo algo junto a una mesa con un lavabo y un poco de jabón .
3721745504.jpg;0; A woman with a bright blue satchel measures the blood pressure of an old woman sitting in a chair .;Una mujer con una bolsa azul brillante mide la presión arterial de una anciana sentada en una silla .;Una mujer con una bolsa azul brillante mide la presión arterial de una anciana sentada en una silla .
372243070.jpg;0; A caucasian man wearing red plaid bottoms and a black vest with large buttons with a tattoo on one arm has an upside down unicycle balancing on his mouth .;Un hombre caucásico con los fondos rojos de cuadros y un chaleco negro con botones grandes con un tatuaje en un brazo tiene un uniciclo al revés balanceando en su boca.;Un hombre caucásico con los fondos rojos de cuadros y un chaleco negro con botones grandes con un tatuaje en un brazo tiene un uniciclo al revés balanceando en su boca.
3722507770.jpg;0; This young biker has his arms out as he tries this trick .;Este joven motociclista tiene los brazos afuera mientras intenta este truco.;Este joven motociclista tiene los brazos afuera mientras intenta este truco.
3722971835.jpg;0; A group of children with bright smiles on their faces pose with a backdrop of a beautiful sea and the sunset .;Un grupo de niños con sonrisas brillantes en sus rostros posan con un telón de fondo de un hermoso mar y la puesta del sol.;Un grupo de niños con sonrisas brillantes en sus rostros posan con un telón de fondo de un hermoso mar y la puesta del sol.
372372614.jpg;0; A group of New Yorkers is protesting the war with signs asking to bring home the troops .;Un grupo de neoyorquinos está protestando por la guerra con carteles pidiendo traer a casa a las tropas.;Un grupo de neoyorquinos está protestando por la guerra con carteles pidiendo traer a casa a las tropas.
3724150944.jpg;0; A group of young boys on opposing teams are playing soccer .;Un grupo de chicos jóvenes en equipos opuestos están jugando al fútbol.;Un grupo de chicos jóvenes en equipos opuestos están jugando al fútbol.
3725862323.jpg;0; A group of black children are paddling homemade rafts across a body of water .;Un grupo de niños negros están remando balsas caseras a través de un cuerpo de agua.;Un grupo de niños negros están remando balsas caseras a través de un cuerpo de agua.
3726025663.jpg;0; A large group of bicycles riding their bikes .;Un gran grupo de bicicletas montando sus bicicletas.;Un gran grupo de bicicletas montando sus bicicletas.
3726130458.jpg;0; A baseball player in a white uniform is walking to base while a crowd of people watch from the bleachers .;Un jugador de béisbol en un uniforme blanco está caminando a la base mientras una multitud de personas miran desde las gradas.;Un jugador de béisbol en un uniforme blanco está caminando a la base mientras una multitud de personas miran desde las gradas.
3726170067.jpg;0; A man wearing glasses and a blazer stands in front of a billboard sign .;Un hombre con gafas y una chaqueta está frente a una cartelera.;Un hombre con gafas y una chaqueta está frente a una cartelera.
3726629271.jpg;0; Two dogs on hind legs and two seated dogs are looking at something in the air .;Dos perros en patas traseras y dos perros sentados están mirando algo en el aire.;Dos perros en patas traseras y dos perros sentados están mirando algo en el aire.
3728438187.jpg;0; Person in black with a child in red walking in front of a large circle .;Persona en negro con un niño en rojo caminando delante de un círculo grande .;Persona en negro con un niño en rojo caminando delante de un círculo grande .
3729355672.jpg;0; A woman in sneakers yellow printed shorts and blue a blue shirt and hat paints on a boardwalk , seperated by a rail from a sandy , grassy hill .;Una mujer en zapatillas de deporte amarillo estampado pantalones cortos y azul una camisa azul y el sombrero pinta en un paseo marítimo, sepated por una barandilla de una colina arenosa, pastosa.;Una mujer en zapatillas de deporte amarillo estampado pantalones cortos y azul una camisa azul y el sombrero pinta en un paseo marítimo, sepated por una barandilla de una colina arenosa, pastosa.
373004394.jpg;0; A man on the sidewalk talks a cellphone and looks past a man on the cellphone in a car .;Un hombre en la acera habla de un teléfono celular y mira más allá de un hombre en el teléfono celular en un coche .;Un hombre en la acera habla de un teléfono celular y mira más allá de un hombre en el teléfono celular en un coche .
3730100976.jpg;0; An apparently homemade pontoon boat with five people is seen approaching the bank of a river or lake shore on a cloudless , calm day .;Un barco de pontón aparentemente casero con cinco personas se ve acercarse a la orilla de un río o orilla del lago en un día sin nubes, tranquilo.;Un barco de pontón aparentemente casero con cinco personas se ve acercarse a la orilla de un río o orilla del lago en un día sin nubes, tranquilo.
3730944337.jpg;0; A baseball pitcher standing on a mound with the number 35 on his red and white uniform .;Un lanzador de béisbol de pie en un montículo con el número 35 en su uniforme rojo y blanco.;Un lanzador de béisbol de pie en un montículo con el número 35 en su uniforme rojo y blanco.
3731803474.jpg;0; A guy in a crazy looking balloon hat is placing a smaller balloon hat on young girl in a light blue sweatshirt , with an orange and white tent in the woods in the background .;Un tipo con un sombrero de globo de aspecto loco está colocando un sombrero de globo más pequeño en una chica joven en una sudadera azul claro, con una tienda de campaña naranja y blanco en el bosque en el fondo.;Un tipo con un sombrero de globo de aspecto loco está colocando un sombrero de globo más pequeño en una chica joven en una sudadera azul claro, con una tienda de campaña naranja y blanco en el bosque en el fondo.
3732728142.jpg;0;" A baby in a baby seat wearing a red beanie that says "" love "" .";"Un bebé en un asiento de bebé con una gorro rojo que dice "" amor "" .";"Un bebé en un asiento de bebé con una gorro rojo que dice "" amor "" ."
3735084476.jpg;0; An old bearded man is tilling the soil with a simple wooden plow , with a wooden fence and an old barn in the background .;Un viejo barbudo está labrando el suelo con un simple arado de madera, con una cerca de madera y un antiguo granero en el fondo.;Un viejo barbudo está labrando el suelo con un simple arado de madera, con una cerca de madera y un antiguo granero en el fondo.
3736180463.jpg;0;" Chubby man holding camera on tripod , standing in front of bar named "" ON THE ROXX "" with passer-bys blurred by movement .";"Hombre gordito sujetando la cámara en trípode , de pie delante del bar llamado "" EN LA ROXX "" con transeúntes borrosos por el movimiento .";"Hombre gordito sujetando la cámara en trípode , de pie delante del bar llamado "" EN LA ROXX "" con transeúntes borrosos por el movimiento ."
3737539561.jpg;0; Two children posing for a picture wearing water wings and sitting on a rock .;Dos niños posando para una foto con alas de agua y sentados en una roca.;Dos niños posando para una foto con alas de agua y sentados en una roca.
373759186.jpg;0; Construction workers in orange jumpsuits work in a street while a yellow shovel truck stands by .;Los trabajadores de la construcción en monos naranja trabajan en una calle mientras que un camión pala amarillo se mantiene cerca .;Los trabajadores de la construcción en monos naranja trabajan en una calle mientras que un camión pala amarillo se mantiene cerca .
3738551665.jpg;0; A black man is talking to another man while holding a red cup in the middle of a crowd .;Un hombre negro está hablando con otro hombre mientras sostiene una taza roja en medio de una multitud.;Un hombre negro está hablando con otro hombre mientras sostiene una taza roja en medio de una multitud.
3738685861.jpg;0; A small child is sitting playing with an adornment in a small garden .;Un niño pequeño está sentado jugando con un adorno en un pequeño jardín.;Un niño pequeño está sentado jugando con un adorno en un pequeño jardín.
3739530231.jpg;0; Young african american child is held and stars at the camera .;Niño joven africano americano es sostenido y estrellas en la cámara .;Niño joven africano americano es sostenido y estrellas en la cámara .
3742837127.jpg;0; Two security guards in tan uniforms stand on the sidewalk next to a golf course .;Dos guardias de seguridad en uniforme bronceado se encuentran en la acera junto a un campo de golf.;Dos guardias de seguridad en uniforme bronceado se encuentran en la acera junto a un campo de golf.
374437961.jpg;0; A guy with a goatee is smiling at the camera while a female hugs him from behind .;Un tipo con una perilla sonríe a la cámara mientras una mujer lo abraza por detrás.;Un tipo con una perilla sonríe a la cámara mientras una mujer lo abraza por detrás.
3745030498.jpg;0; A man in a red apron is standing on a boat and holding a big string of mussels .;Un hombre en un delantal rojo está de pie en un barco y sosteniendo una gran cadena de mejillones.;Un hombre en un delantal rojo está de pie en un barco y sosteniendo una gran cadena de mejillones.
374539064.jpg;0; A group of people on a stair landing are waiting in line .;Un grupo de personas en una escalera de aterrizaje están esperando en la fila.;Un grupo de personas en una escalera de aterrizaje están esperando en la fila.
3747031933.jpg;0; A woman is standing on stage with a clown either singing or talking to him with a microphone .;Una mujer está de pie en el escenario con un payaso o cantando o hablando con él con un micrófono.;Una mujer está de pie en el escenario con un payaso o cantando o hablando con él con un micrófono.
3747197096.jpg;0; A child with on red , one yellow , one purple and one blue balloon is walking in a crowd .;Un niño con rojo , un amarillo , un violeta y un globo azul está caminando en una multitud .;Un niño con rojo , un amarillo , un violeta y un globo azul está caminando en una multitud .
3747410574.jpg;0; A blond , male child jumping in the air on a porch in the backyard .;Un niño rubio, macho saltando en el aire en un porche en el patio trasero.;Un niño rubio, macho saltando en el aire en un porche en el patio trasero.
3748065273.jpg;0; A small boy is playing in the waves at the shore of the ocean during a sunset .;Un niño pequeño está jugando en las olas en la orilla del océano durante una puesta de sol .;Un niño pequeño está jugando en las olas en la orilla del océano durante una puesta de sol .
3749195206.jpg;0; A child , looking at his soapy hands while taking a bubble bath .;Un niño, mirando sus manos jabonosas mientras toma un baño de burbujas.;Un niño, mirando sus manos jabonosas mientras toma un baño de burbujas.
3750418259.jpg;0; A young male child , wearing light tan shorts and a bright green shirt , is feeding a snack to a zoo animal .;Un niño joven, usando pantalones cortos de bronceado claro y una camisa verde brillante, está alimentando un bocadillo a un animal del zoológico.;Un niño joven, usando pantalones cortos de bronceado claro y una camisa verde brillante, está alimentando un bocadillo a un animal del zoológico.
375118300.jpg;0; Two women are sitting in front of a table where they have many items on display such as parts of fish .;Dos mujeres están sentadas delante de una mesa donde tienen muchos artículos en exhibición, como partes de pescado.;Dos mujeres están sentadas delante de una mesa donde tienen muchos artículos en exhibición, como partes de pescado.
3751894413.jpg;0; A woman in a blue shirt is carrying a little girl in a red an white dress outside a tent .;Una mujer con una camisa azul está llevando a una niña en un rojo un vestido blanco fuera de una tienda de campaña .;Una mujer con una camisa azul está llevando a una niña en un rojo un vestido blanco fuera de una tienda de campaña .
3753827435.jpg;0; A girl wearing a blue bandanna and a teal long-sleeve shirt is throwing what appears to be a spear at a target that has a picture of a carrot on it .;Una chica que lleva una bandana azul y una camisa de manga larga azul está lanzando lo que parece ser una lanza a un objetivo que tiene una imagen de una zanahoria en ella.;Una chica que lleva una bandana azul y una camisa de manga larga azul está lanzando lo que parece ser una lanza a un objetivo que tiene una imagen de una zanahoria en ella.
3756255312.jpg;0; There are two girls wearing workout attire who are currently in a sitting position .;Hay dos chicas que usan atuendo de entrenamiento que actualmente están en una posición sentada.;Hay dos chicas que usan atuendo de entrenamiento que actualmente están en una posición sentada.
3759504106.jpg;0; 2 men , one playing a violin , one playing a xylophone , both older and wearing darker glasses .;2 hombres , uno tocando un violín , uno tocando un xilófono , tanto más viejo y con gafas más oscuras .;2 hombres , uno tocando un violín , uno tocando un xilófono , tanto más viejo y con gafas más oscuras .
3759999147.jpg;0; Two girls in white shirts and blue jean shorts walking through a group of people with umbrellas in the background .;Dos chicas en camisas blancas y pantalones cortos de jean azul caminando a través de un grupo de personas con paraguas en el fondo.;Dos chicas en camisas blancas y pantalones cortos de jean azul caminando a través de un grupo de personas con paraguas en el fondo.
3763892708.jpg;0; A family of three is on a camping trip with their two dogs .;Una familia de tres se encuentra en un viaje de camping con sus dos perros.;Una familia de tres se encuentra en un viaje de camping con sus dos perros.
3765332712.jpg;0; Young people dressed in vibrantly colored clothing are participating in a group activity .;Los jóvenes vestidos con ropa de colores vibrantes están participando en una actividad de grupo.;Los jóvenes vestidos con ropa de colores vibrantes están participando en una actividad de grupo.
3766991914.jpg;0; Instrumental band members are wearing matching uniforms that consists of the colors white , red , and yellow while playing their instruments .;Los miembros de la banda instrumental llevan uniformes a juego que consisten en los colores blanco, rojo y amarillo mientras tocan sus instrumentos.;Los miembros de la banda instrumental llevan uniformes a juego que consisten en los colores blanco, rojo y amarillo mientras tocan sus instrumentos.
3767684836.jpg;0; A man in a black shirt and brown pants is jumping in the air performing a karate kick towards a man in a red shirt and black hat .;Un hombre con una camisa negra y pantalones marrones está saltando en el aire realizando una patada de karate hacia un hombre con una camisa roja y sombrero negro.;Un hombre con una camisa negra y pantalones marrones está saltando en el aire realizando una patada de karate hacia un hombre con una camisa roja y sombrero negro.
3769486949.jpg;0; A throng of travelers is walking between two trains on an indoor station platform .;Una multitud de viajeros está caminando entre dos trenes en una plataforma de la estación cubierta.;Una multitud de viajeros está caminando entre dos trenes en una plataforma de la estación cubierta.
3770161255.jpg;0; Three men at a bus stop , one man is turned around to tie his shoe as one man stands in front of the other who is sitting on a bench talking to him .;Tres hombres en una parada de autobús, un hombre se da la vuelta para atar su zapato mientras un hombre se para delante del otro que está sentado en un banco hablando con él.;Tres hombres en una parada de autobús, un hombre se da la vuelta para atar su zapato mientras un hombre se para delante del otro que está sentado en un banco hablando con él.
3772542017.jpg;0; A woman in an orange bikini top rubs the back of a bearded man .;Una mujer en bikini naranja se frota la espalda de un hombre barbudo.;Una mujer en bikini naranja se frota la espalda de un hombre barbudo.
3775526174.jpg;0; Two boys running down a outer hallway of an apartment building , with one running into frame with the other running ahead down the hall .;Dos chicos corriendo por un pasillo exterior de un edificio de apartamentos, con uno corriendo en el marco con el otro corriendo por el pasillo.;Dos chicos corriendo por un pasillo exterior de un edificio de apartamentos, con uno corriendo en el marco con el otro corriendo por el pasillo.
3777739107.jpg;0;" Four adults near the edge of a body of water ; the landscape is hilly and rocky , with mountains in the background .";"Cuatro adultos cerca del borde de un cuerpo de agua; el paisaje es montañoso y rocoso, con montañas en el fondo.";"Cuatro adultos cerca del borde de un cuerpo de agua; el paisaje es montañoso y rocoso, con montañas en el fondo."
3779116045.jpg;0; Scout Master Clown ringing the neck of a balloon snake in front of children to establish dominance .;Scout Master Payaso tocando el cuello de una serpiente globo en frente de los niños para establecer el dominio .;Scout Master Payaso tocando el cuello de una serpiente globo en frente de los niños para establecer el dominio .
37791887.jpg;0; A group of children divided into a maroon team and a blue team playing a soccer game .;Un grupo de niños divididos en un equipo granate y un equipo azul jugando un partido de fútbol.;Un grupo de niños divididos en un equipo granate y un equipo azul jugando un partido de fútbol.
3781481086.jpg;0; Little girl with black hair , peach shirt with a tree and cat on it , white skirt with black polka dots posing in front of a downtown skyline .;Niña con pelo negro, camisa de melocotón con un árbol y gato en ella, falda blanca con lunares negros posando delante de un horizonte del centro.;Niña con pelo negro, camisa de melocotón con un árbol y gato en ella, falda blanca con lunares negros posando delante de un horizonte del centro.
378170167.jpg;0; White dog traveling alone down a paved path through some woods;Perro blanco viajando solo por un camino pavimentado a través de algunos bosques;Perro blanco viajando solo por un camino pavimentado a través de algunos bosques
3783803365.jpg;0; One evening three young ladies chatting on the street .;Una noche tres jovencitas charlando en la calle.;Una noche tres jovencitas charlando en la calle.
3783987753.jpg;0; The female artist was painting a landscape picture in the outdoors using a variety of colors .;La artista femenina estaba pintando un paisaje en el exterior utilizando una variedad de colores.;La artista femenina estaba pintando un paisaje en el exterior utilizando una variedad de colores.
3785465924.jpg;0; A boy and a girl hidden behind tall weeds of green grass .;Un niño y una niña escondidos detrás de altas malas hierbas de hierba verde.;Un niño y una niña escondidos detrás de altas malas hierbas de hierba verde.
3785698218.jpg;0; A crowd stands behind a smiling blond woman in a striped shirt , whose sunglasses are perched on her head .;Una multitud se para detrás de una rubia sonriente en una camisa a rayas , cuyas gafas de sol se posan en su cabeza .;Una multitud se para detrás de una rubia sonriente en una camisa a rayas , cuyas gafas de sol se posan en su cabeza .
3786279352.jpg;0; A mother holding an infant up against her shoulder in a kitchen .;Una madre sosteniendo a un bebé contra su hombro en una cocina.;Una madre sosteniendo a un bebé contra su hombro en una cocina.
3787376866.jpg;0; Blond woman in glasses holds an Asian child wearing pink at a park .;Rubia mujer en gafas sostiene a un niño asiático vestido de rosa en un parque.;Rubia mujer en gafas sostiene a un niño asiático vestido de rosa en un parque.
3787801.jpg;0; two workers sit at their desks , one gazing off into the distance while the other looks at a piece of paper .;dos trabajadores se sientan en sus escritorios , uno mirando a la distancia mientras que el otro mira a un pedazo de papel .;dos trabajadores se sientan en sus escritorios , uno mirando a la distancia mientras que el otro mira a un pedazo de papel .
3789230623.jpg;0;" Two men do construction work by a wall with the words "" A SEMBLANCE "" adorned upon it .";"Dos hombres hacen obras de construcción junto a un muro con las palabras "" UNA SEMBLAJE "" adornadas sobre él.";"Dos hombres hacen obras de construcción junto a un muro con las palabras "" UNA SEMBLAJE "" adornadas sobre él."
3795409752.jpg;0; A man is pointing with his whole hand at a large projection of how folic acid helps neurulation .;Un hombre está señalando con toda su mano a una gran proyección de cómo el ácido fólico ayuda a la neurulación.;Un hombre está señalando con toda su mano a una gran proyección de cómo el ácido fólico ayuda a la neurulación.
379612511.jpg;0; Four skaters are competing in a high speed skating competition , and turning on the track .;Cuatro patinadores están compitiendo en una competición de patinaje de alta velocidad, y girando en la pista.;Cuatro patinadores están compitiendo en una competición de patinaje de alta velocidad, y girando en la pista.
3797123205.jpg;0; There is a person with a white hat , blue coat and blue scarf passing a group of stands with various items for sale .;Hay una persona con un sombrero blanco, abrigo azul y bufanda azul pasando un grupo de stands con varios artículos para la venta.;Hay una persona con un sombrero blanco, abrigo azul y bufanda azul pasando un grupo de stands con varios artículos para la venta.
3797595159.jpg;0; A woman is standing by a young child who is doing something with a computer .;Una mujer está de pie junto a un niño pequeño que está haciendo algo con una computadora.;Una mujer está de pie junto a un niño pequeño que está haciendo algo con una computadora.
3797596279.jpg;0; A young female child , stands in front of an interactive media device .;Una niña joven , se encuentra frente a un dispositivo de medios interactivos .;Una niña joven , se encuentra frente a un dispositivo de medios interactivos .
3799708677.jpg;0; Monks walk past a large stone building with stone women at the top .;Los monjes caminan más allá de un gran edificio de piedra con mujeres de piedra en la parte superior.;Los monjes caminan más allá de un gran edificio de piedra con mujeres de piedra en la parte superior.
3799984714.jpg;0; A man playing a banjo near a tree at an outdoor event .;Un hombre jugando un banjo cerca de un árbol en un evento al aire libre.;Un hombre jugando un banjo cerca de un árbol en un evento al aire libre.
3800647959.jpg;0; A young boy is outdoors approaching a dog that has a frisbee in its mouth .;Un niño está al aire libre acercándose a un perro que tiene un frisbee en su boca.;Un niño está al aire libre acercándose a un perro que tiene un frisbee en su boca.
3801367099.jpg;0; A Caucasian man smiling at the camera while leaning over a live sunflower , in a green forest setting .;Un hombre caucásico sonriendo a la cámara mientras se inclina sobre un girasol en vivo, en un entorno de bosque verde.;Un hombre caucásico sonriendo a la cámara mientras se inclina sobre un girasol en vivo, en un entorno de bosque verde.
3803575640.jpg;0; Two women are in waters surrounded by light and dark concrete , and one women is splashing in the water and the other one is moving slowly in the water .;Dos mujeres están en aguas rodeadas de concreto claro y oscuro, y una mujer está salpicando en el agua y la otra se está moviendo lentamente en el agua.;Dos mujeres están en aguas rodeadas de concreto claro y oscuro, y una mujer está salpicando en el agua y la otra se está moviendo lentamente en el agua.
